Student id,name,faculty,place name,reservation date,startdate,startTime,endDate,endTime
1357,Sack,SIT,FIBO Field,43583,43583,0.375,43583,0.708333333
1358,Yoi,Engineering,Science Field,43584,43584,0.375,43584,0.708333333
1361,Chao,Architect,1st Floor Engineer Building,43585,43585,0.375,43585,0.708333333
1361,Chao,Architect,Science Field,43586,43586,0.375,43586,0.708333333
1362,Elisa,SIT,FIBO Field,43587,43587,0.375,43587,0.708333333
1363,Sonny,SIT,Front of SIT,43588,43588,0.375,43588,0.708333333
1364,Simba,Engineering,FIBO Field,43589,43589,0.375,43589,0.708333333
1367,Tom,Architect,1st Floor Engineer Building,43590,43590,0.375,43590,0.708333333
1369,Tooky,SIT,Science Field,43591,43591,0.375,43591,0.708333333
1369,Tooky,SIT,Front of SIT,43592,43592,0.375,43592,0.708333333
1369,Tooky,SIT,Front of SIT,43593,43593,0.375,43593,0.708333333
1370,Elsa,Engineering,FIBO Field,43594,43594,0.375,43594,0.708333333
1370,Elsa,Engineering,1st Floor Engineer Building,43595,43595,0.375,43595,0.708333333
1370,Elsa,Engineering,FIBO Field,43596,43596,0.375,43596,0.708333333
1374,Simpson,SIT,1st Floor Engineer Building,43597,43597,0.375,43597,0.708333333
1375,John,SIT,Science Field,43598,43598,0.375,43598,0.708333333
1375,John,SIT,Front of SIT,43599,43599,0.375,43599,0.708333333
1376,Jack,Engineering,Front of SIT,43600,43600,0.375,43600,0.708333333
1376,Jack,Engineering,1st Floor Engineer Building,43601,43601,0.375,43601,0.708333333
1379,Sandy,Architect,FIBO Field,43602,43602,0.375,43602,0.708333333
1379,Sandy,Architect,Front of SIT,43603,43603,0.375,43603,0.708333333
1380,Alex,SIT,Front of SIT,43604,43604,0.375,43604,0.708333333
1382,Sack,Engineering,1st Floor Engineer Building,43605,43605,0.375,43605,0.708333333
1382,Sack,Engineering,Front of SIT,43606,43606,0.375,43606,0.666666667
1384,Lee,Liberal Art,FIBO Field,43607,43607,0.375,43607,0.666666667
1385,Wang,Architect,Science Field,43608,43608,0.375,43608,0.666666667
1386,Chao,SIT,1st Floor Engineer Building,43609,43609,0.375,43609,0.666666667
1386,Chao,SIT,Front of SIT,43610,43610,0.375,43610,0.666666667
1386,Chao,SIT,1st Floor Engineer Building,43611,43611,0.375,43611,0.666666667
1386,Chao,SIT,Front of SIT,43612,43612,0.375,43612,0.666666667
1387,Elisa,SIT,FIBO Field,43613,43613,0.375,43613,0.666666667
1387,Elisa,SIT,FIBO Field,43614,43614,0.375,43614,0.666666667
1389,Simba,Science,FIBO Field,43615,43615,0.375,43615,0.666666667
1390,jackson,Liberal Art,FIBO Field,43616,43616,0.375,43616,0.666666667
1391,Jonathan,Architect,1st Floor Engineer Building,43221,43617,0.375,43617,0.666666667
1392,Tom,SIT,Front of SIT,43222,43618,0.375,43618,0.666666667
1392,Tom,SIT,FIBO Field,43223,43619,0.375,43619,0.666666667
1392,Tom,SIT,FIBO Field,43224,43620,0.375,43620,0.666666667
1395,Elsa,Science,FIBO Field,43225,43621,0.375,43621,0.708333333
1397,Atonio,Architect,1st Floor Engineer Building,43226,43622,0.375,43622,0.708333333
1399,Simpson,SIT,Science Field,43227,43623,0.375,43623,0.708333333
1400,John,Engineering,Science Field,43228,43624,0.375,43624,0.708333333
1400,John,Engineering,FIBO Field,43229,43625,0.375,43625,0.708333333
1401,Jack,Science,FIBO Field,43230,43626,0.375,43626,0.708333333
1404,Sandy,SIT,Front of SIT,43231,43627,0.375,43627,0.708333333
1404,Sandy,SIT,1st Floor Engineer Building,43232,43628,0.375,43628,0.708333333
1405,Alex,SIT,FIBO Field,43233,43629,0.375,43629,0.708333333
1405,Alex,SIT,Science Field,43234,43630,0.375,43630,0.708333333
1407,Sack,Science,FIBO Field,43235,43631,0.375,43631,0.708333333
1408,Yoi,Liberal Art,Front of SIT,43236,43632,0.375,43632,0.708333333
1410,Wang,SIT,Front of SIT,43237,43633,0.375,43633,0.708333333
1411,Chao,SIT,FIBO Field,43238,43634,0.375,43634,0.708333333
1411,Chao,SIT,Front of SIT,43239,43635,0.375,43635,0.708333333
1412,Elisa,Engineering,1st Floor Engineer Building,43240,43636,0.375,43636,0.708333333
1413,Sonny,Science,FIBO Field,43241,43637,0.375,43637,0.708333333
1414,Simba,Liberal Art,1st Floor Engineer Building,43638,43638,0.375,43638,0.708333333
1418,Nick,Engineering,Science Field,43639,43639,0.375,43639,0.708333333
1420,Elsa,Liberal Art,1st Floor Engineer Building,43640,43640,0.375,43640,0.708333333
1420,Elsa,Liberal Art,Front of SIT,43641,43641,0.375,43641,0.708333333
1420,Elsa,Liberal Art,1st Floor Engineer Building,43642,43642,0.375,43642,0.708333333
1421,Anna,Architect,Science Field,43643,43643,0.375,43643,0.708333333
1421,Anna,Architect,FIBO Field,43644,43644,0.375,43644,0.708333333
1423,Antonio,SIT,1st Floor Engineer Building,43645,43645,0.375,43645,0.708333333
1429,Sandy,SIT,FIBO Field,43646,43646,0.375,43646,0.708333333
1429,Sandy,SIT,Science Field,43647,43647,0.375,43647,0.708333333
1429,Sandy,SIT,1st Floor Engineer Building,43648,43648,0.375,43648,0.708333333
1430,Alex,Engineering,FIBO Field,43649,43649,0.375,43649,0.708333333
1430,Alex,Engineering,Front of SIT,43650,43650,0.375,43650,0.708333333
1431,Tony,Science,1st Floor Engineer Building,43651,43651,0.375,43651,0.708333333
1431,Tony,Science,Science Field,43652,43652,0.375,43652,0.708333333
1433,Yoi,Architect,FIBO Field,43653,43653,0.375,43653,0.708333333
1434,Lee,SIT,Front of SIT,43654,43654,0.375,43654,0.708333333
1434,Lee,SIT,FIBO Field,43655,43655,0.375,43655,0.708333333
1434,Lee,SIT,FIBO Field,43656,43656,0.375,43656,0.708333333
1435,Wang,SIT,1st Floor Engineer Building,43657,43657,0.375,43657,0.708333333
1436,Chao,Engineering,1st Floor Engineer Building,43658,43658,0.375,43658,0.708333333
1438,Sonny,Liberal Art,Front of SIT,43659,43659,0.375,43659,0.708333333
1442,Tom,Engineering,FIBO Field,43660,43660,0.375,43660,0.708333333
1443,Nick,Science,FIBO Field,43661,43661,0.375,43661,0.708333333
1443,Nick,Science,FIBO Field,43662,43662,0.375,43662,0.708333333
1444,Tooky,Liberal Art,1st Floor Engineer Building,43663,43663,0.375,43663,0.708333333
1445,Elsa,Architect,Front of SIT,43664,43664,0.375,43664,0.708333333
1446,Anna,SIT,1st Floor Engineer Building,43665,43665,0.375,43665,0.708333333
1447,Atonio,SIT,Science Field,43666,43666,0.375,43666,0.708333333
1447,Atonio,SIT,FIBO Field,43667,43667,0.375,43667,0.708333333
1449,Simpson,Science,1st Floor Engineer Building,43668,43668,0.375,43668,0.708333333
1450,John,Liberal Art,FIBO Field,43669,43669,0.375,43669,0.708333333
1453,Ann,SIT,Front of SIT,43670,43670,0.375,43670,0.708333333
1453,Ann,SIT,1st Floor Engineer Building,43671,43671,0.375,43671,0.708333333
1453,Ann,SIT,Science Field,43672,43672,0.375,43672,0.708333333
1456,Tony,Liberal Art,Front of SIT,43673,43673,0.375,43673,0.708333333
1456,Tony,Liberal Art,Science Field,43674,43674,0.375,43674,0.708333333
1456,Tony,Liberal Art,Science Field,43675,43675,0.375,43675,0.708333333
1457,Sack,Architect,Science Field,43676,43676,0.375,43676,0.708333333
1457,Sack,Architect,Front of SIT,43677,43677,0.375,43677,0.708333333
1457,Sack,Architect,Front of SIT,43678,43678,0.375,43678,0.708333333
1459,Lee,SIT,Science Field,43679,43679,0.375,43679,0.708333333
1460,Wang,Engineering,Front of SIT,43680,43680,0.375,43680,0.708333333
1464,Simba,SIT,FIBO Field,43681,43681,0.375,43681,0.708333333
1465,jackson,SIT,FIBO Field,43682,43682,0.375,43682,0.708333333
1466,Jonathan,Engineering,1st Floor Engineer Building,43683,43683,0.375,43683,0.708333333
1469,Tooky,Architect,1st Floor Engineer Building,43684,43684,0.375,43684,0.708333333
1470,Elsa,SIT,1st Floor Engineer Building,43685,43685,0.375,43685,0.708333333
1470,Elsa,SIT,FIBO Field,43686,43686,0.375,43686,0.708333333
1471,Anna,SIT,1st Floor Engineer Building,43687,43687,0.375,43687,0.708333333
1472,Atonio,Engineering,FIBO Field,43688,43688,0.375,43688,0.708333333
1472,Atonio,Engineering,FIBO Field,43689,43689,0.375,43689,0.708333333
1474,Simpson,Liberal Art,Front of SIT,43690,43690,0.375,43690,0.708333333
1475,John,Architect,Science Field,43691,43691,0.375,43691,0.708333333
1475,John,Architect,1st Floor Engineer Building,43692,43692,0.375,43692,0.708333333
1477,Jim,SIT,Front of SIT,43693,43693,0.375,43693,0.708333333
1478,Ann,Engineering,FIBO Field,43694,43694,0.375,43694,0.708333333
1478,Ann,Engineering,1st Floor Engineer Building,43695,43695,0.375,43695,0.708333333
1481,Tony,Architect,Front of SIT,43696,43696,0.375,43696,0.708333333
1481,Tony,Architect,1st Floor Engineer Building,43697,43697,0.375,43697,0.708333333
1482,Sack,SIT,Science Field,43698,43698,0.375,43698,0.708333333
1482,Sack,SIT,Front of SIT,43699,43699,0.375,43699,0.708333333
1483,Yoi,SIT,Front of SIT,43700,43700,0.375,43700,0.708333333
1484,Lee,Engineering,FIBO Field,43701,43701,0.375,43701,0.708333333
1485,Wang,Science,Science Field,43702,43702,0.375,43702,0.708333333
1485,Wang,Science,Science Field,43703,43703,0.375,43703,0.708333333
1486,Chao,Liberal Art,1st Floor Engineer Building,43704,43704,0.375,43704,0.708333333
1486,Chao,Liberal Art,Science Field,43705,43705,0.375,43705,0.708333333
1486,Chao,Liberal Art,FIBO Field,43706,43706,0.375,43706,0.708333333
1486,Chao,Liberal Art,1st Floor Engineer Building,43707,43707,0.375,43707,0.708333333
1487,Elisa,Architect,Science Field,43708,43708,0.375,43708,0.708333333
1487,Elisa,Architect,FIBO Field,43709,43709,0.375,43709,0.708333333
1493,Nick,Architect,Front of SIT,43710,43710,0.375,43710,0.708333333
1493,Nick,Architect,Science Field,43711,43711,0.375,43711,0.708333333
1494,Tooky,SIT,Front of SIT,43712,43712,0.375,43712,0.708333333
1495,Elsa,SIT,Front of SIT,43713,43713,0.375,43713,0.708333333
1495,Elsa,SIT,1st Floor Engineer Building,43714,43714,0.375,43714,0.708333333
1497,Atonio,Science,Science Field,43715,43715,0.375,43715,0.708333333
1497,Atonio,Science,FIBO Field,43716,43716,0.375,43716,0.708333333
1500,John,SIT,FIBO Field,43717,43717,0.375,43717,0.708333333
1500,John,SIT,Front of SIT,43718,43718,0.375,43718,0.708333333
1500,John,SIT,Science Field,43719,43719,0.375,43719,0.708333333
1500,John,SIT,1st Floor Engineer Building,43720,43720,0.375,43720,0.708333333
1501,Jack,SIT,Science Field,43721,43721,0.375,43721,0.708333333
1502,Jim,Engineering,Front of SIT,43722,43722,0.375,43722,0.708333333
1503,Ann,Science,Front of SIT,43723,43723,0.375,43723,0.708333333
1504,Sandy,Liberal Art,Science Field,43724,43724,0.375,43724,0.708333333
1505,Alex,Architect,1st Floor Engineer Building,43725,43725,0.375,43725,0.708333333
1506,Tony,SIT,Science Field,43726,43726,0.375,43726,0.708333333
1508,Yoi,Engineering,FIBO Field,43727,43727,0.375,43727,0.708333333
1509,Lee,Science,Front of SIT,43728,43728,0.375,43728,0.708333333
1510,Wang,Liberal Art,Front of SIT,43729,43729,0.375,43729,0.708333333
1510,Wang,Liberal Art,Front of SIT,43730,43730,0.375,43730,0.708333333
1511,Chao,Architect,Front of SIT,43731,43731,0.375,43731,0.708333333
1511,Chao,Architect,1st Floor Engineer Building,43732,43732,0.375,43732,0.708333333
1513,Sonny,SIT,Front of SIT,43733,43733,0.375,43733,0.708333333
1515,jackson,Science,Science Field,43734,43734,0.375,43734,0.708333333
1516,Jonathan,Liberal Art,Science Field,43735,43735,0.375,43735,0.708333333
1516,Jonathan,Liberal Art,1st Floor Engineer Building,43736,43736,0.375,43736,0.708333333
1517,Tom,Architect,Front of SIT,43737,43737,0.375,43737,0.708333333
1521,Anna,Science,Front of SIT,43738,43738,0.375,43738,0.708333333
1523,Antonio,Architect,Front of SIT,43739,43739,0.375,43739,0.708333333
1524,Simpson,SIT,Science Field,43740,43740,0.375,43740,0.708333333
1524,Simpson,SIT,FIBO Field,43741,43741,0.375,43741,0.708333333
1527,Jim,Science,Science Field,43742,43742,0.375,43742,0.708333333
1527,Jim,Science,Front of SIT,43743,43743,0.375,43743,0.708333333
1530,Alex,SIT,1st Floor Engineer Building,43744,43744,0.375,43744,0.708333333
1530,Alex,SIT,Science Field,43745,43745,0.375,43745,0.708333333
1532,Sack,Engineering,1st Floor Engineer Building,43746,43746,0.375,43746,0.708333333
1532,Sack,Engineering,Science Field,43747,43747,0.375,43747,0.708333333
1535,Wang,Architect,Science Field,43748,43748,0.375,43748,0.708333333
1536,Chao,SIT,1st Floor Engineer Building,43749,43749,0.375,43749,0.708333333
1537,Elisa,SIT,1st Floor Engineer Building,43750,43750,0.375,43750,0.708333333
1539,Simba,Science,Science Field,43751,43751,0.375,43751,0.708333333
1539,Simba,Science,Science Field,43752,43752,0.375,43752,0.708333333
1540,jackson,Liberal Art,FIBO Field,43753,43753,0.375,43753,0.708333333
1540,jackson,Liberal Art,Science Field,43754,43754,0.375,43754,0.708333333
1541,Jonathan,Architect,1st Floor Engineer Building,43755,43755,0.375,43755,0.708333333
1543,Nick,SIT,Front of SIT,43756,43756,0.375,43756,0.708333333
1543,Nick,SIT,FIBO Field,43757,43757,0.375,43757,0.708333333
1545,Elsa,Science,Science Field,43758,43758,0.375,43758,0.708333333
1551,Jack,Science,Front of SIT,43759,43759,0.375,43759,0.708333333
1552,Jim,Liberal Art,Front of SIT,43760,43760,0.375,43760,0.708333333
1554,Sandy,SIT,Science Field,43761,43761,0.375,43761,0.708333333
1557,Sack,Science,Front of SIT,43762,43762,0.375,43762,0.708333333
1559,Lee,Architect,FIBO Field,43763,43763,0.375,43763,0.708333333
1559,Lee,Architect,1st Floor Engineer Building,43764,43764,0.375,43764,0.708333333
1560,Wang,SIT,Science Field,43765,43765,0.375,43765,0.708333333
1560,Wang,SIT,FIBO Field,43766,43766,0.375,43766,0.708333333
1561,Chao,SIT,1st Floor Engineer Building,43767,43767,0.375,43767,0.708333333
1561,Chao,SIT,Science Field,43768,43768,0.375,43768,0.708333333
1562,Elisa,Engineering,FIBO Field,43769,43769,0.375,43769,0.708333333
1564,Simba,Liberal Art,Science Field,43770,43770,0.375,43770,0.708333333
1565,jackson,Architect,FIBO Field,43771,43771,0.375,43771,0.708333333
1565,jackson,Architect,Front of SIT,43772,43772,0.375,43772,0.708333333
1565,jackson,Architect,Front of SIT,43773,43773,0.375,43773,0.708333333
1566,Jonathan,SIT,Front of SIT,43774,43774,0.375,43774,0.708333333
1567,Tom,SIT,FIBO Field,43775,43775,0.375,43775,0.708333333
1569,Tooky,Science,FIBO Field,43776,43776,0.375,43776,0.708333333
1570,Elsa,Liberal Art,FIBO Field,43777,43777,0.375,43777,0.708333333
1570,Elsa,Liberal Art,FIBO Field,43778,43778,0.375,43778,0.708333333
1571,Anna,Architect,Science Field,43779,43779,0.375,43779,0.708333333
1572,Atonio,SIT,1st Floor Engineer Building,43780,43780,0.375,43780,0.708333333
1572,Atonio,SIT,1st Floor Engineer Building,43781,43781,0.375,43781,0.708333333
1572,Atonio,SIT,Front of SIT,43782,43782,0.375,43782,0.708333333
1573,Antonio,SIT,Front of SIT,43783,43783,0.375,43783,0.708333333
1573,Antonio,SIT,Front of SIT,43784,43784,0.375,43784,0.708333333
1575,John,Science,FIBO Field,43785,43785,0.375,43785,0.708333333
1575,John,Science,1st Floor Engineer Building,43786,43786,0.375,43786,0.708333333
1576,Jack,Liberal Art,FIBO Field,43787,43787,0.375,43787,0.708333333
1576,Jack,Liberal Art,Front of SIT,43788,43788,0.375,43788,0.708333333
1577,Jim,Architect,Front of SIT,43789,43789,0.375,43789,0.708333333
1578,Ann,SIT,FIBO Field,43790,43790,0.375,43790,0.708333333
1578,Ann,SIT,Front of SIT,43791,43791,0.375,43791,0.708333333
1579,Sandy,SIT,Front of SIT,43792,43792,0.375,43792,0.708333333
1579,Sandy,SIT,Science Field,43793,43793,0.375,43793,0.708333333
1580,Alex,Engineering,Front of SIT,43794,43794,0.375,43794,0.708333333
1581,Tony,Science,1st Floor Engineer Building,43795,43795,0.375,43795,0.708333333
1582,Sack,Liberal Art,Science Field,43796,43796,0.375,43796,0.708333333
1583,Yoi,Architect,1st Floor Engineer Building,43797,43797,0.375,43797,0.708333333
1583,Yoi,Architect,1st Floor Engineer Building,43798,43798,0.375,43798,0.708333333
1584,Lee,SIT,Science Field,43799,43799,0.375,43799,0.708333333
1585,Wang,SIT,1st Floor Engineer Building,43800,43800,0.375,43800,0.708333333
1586,Chao,Engineering,FIBO Field,43801,43801,0.375,43801,0.708333333
1586,Chao,Engineering,Science Field,43802,43802,0.375,43802,0.708333333
1588,Sonny,Liberal Art,Science Field,43803,43803,0.375,43803,0.708333333
1588,Sonny,Liberal Art,1st Floor Engineer Building,43804,43804,0.375,43804,0.708333333
1589,Simba,Architect,1st Floor Engineer Building,43805,43805,0.375,43805,0.708333333
1593,Nick,Science,Science Field,43806,43806,0.375,43806,0.708333333
1594,Tooky,Liberal Art,1st Floor Engineer Building,43807,43807,0.375,43807,0.708333333
1598,Antonio,Engineering,FIBO Field,43808,43808,0.375,43808,0.708333333
1599,Simpson,Science,Science Field,43809,43809,0.375,43809,0.708333333
1600,John,Liberal Art,Science Field,43810,43810,0.375,43810,0.708333333
1600,John,Liberal Art,FIBO Field,43811,43811,0.375,43811,0.708333333
1601,Jack,Architect,FIBO Field,43812,43812,0.375,43812,0.708333333
1602,Jim,SIT,Science Field,43813,43813,0.375,43813,0.708333333
1602,Jim,SIT,Science Field,43814,43814,0.375,43814,0.708333333
1602,Jim,SIT,1st Floor Engineer Building,43815,43815,0.375,43815,0.708333333
1606,Tony,Liberal Art,Front of SIT,43816,43816,0.375,43816,0.708333333
1607,Sack,Architect,1st Floor Engineer Building,43817,43817,0.375,43817,0.708333333
1609,Lee,SIT,Science Field,43818,43818,0.375,43818,0.708333333
1610,Wang,Engineering,Front of SIT,43819,43819,0.375,43819,0.708333333
1610,Wang,Engineering,Science Field,43820,43820,0.375,43820,0.708333333
1610,Wang,Engineering,1st Floor Engineer Building,43821,43821,0.375,43821,0.708333333
1611,Chao,Science,1st Floor Engineer Building,43822,43822,0.375,43822,0.708333333
1612,Elisa,Liberal Art,FIBO Field,43823,43823,0.375,43823,0.708333333
1613,Sonny,Architect,FIBO Field,43824,43824,0.375,43824,0.708333333
1614,Simba,SIT,Science Field,43825,43825,0.375,43825,0.708333333
1614,Simba,SIT,Front of SIT,43826,43826,0.375,43826,0.708333333
1616,Jonathan,Engineering,Front of SIT,43827,43827,0.375,43827,0.708333333
1616,Jonathan,Engineering,Front of SIT,43828,43828,0.375,43828,0.708333333
1616,Jonathan,Engineering,1st Floor Engineer Building,43829,43829,0.375,43829,0.708333333
1617,Tom,Science,1st Floor Engineer Building,43830,43830,0.375,43830,0.708333333
1618,Nick,Liberal Art,FIBO Field,43831,43831,0.375,43831,0.708333333
1618,Nick,Liberal Art,Front of SIT,43832,43832,0.375,43832,0.708333333
1619,Tooky,Architect,1st Floor Engineer Building,43833,43833,0.375,43833,0.708333333
1619,Tooky,Architect,Front of SIT,43834,43834,0.375,43834,0.708333333
1621,Anna,SIT,1st Floor Engineer Building,43835,43835,0.375,43835,0.708333333
1623,Antonio,Science,Front of SIT,43836,43836,0.375,43836,0.708333333
1625,John,Architect,Front of SIT,43837,43837,0.375,43837,0.708333333
1625,John,Architect,1st Floor Engineer Building,43838,43838,0.375,43838,0.708333333
1627,Jim,SIT,FIBO Field,43839,43839,0.375,43839,0.708333333
1627,Jim,SIT,1st Floor Engineer Building,43840,43840,0.375,43840,0.708333333
1627,Jim,SIT,Front of SIT,43841,43841,0.375,43841,0.708333333
1628,Ann,Engineering,FIBO Field,43842,43842,0.375,43842,0.708333333
1630,Alex,Liberal Art,Front of SIT,43843,43843,0.375,43843,0.708333333
1633,Yoi,SIT,FIBO Field,43844,43844,0.375,43844,0.708333333
1633,Yoi,SIT,1st Floor Engineer Building,43845,43845,0.375,43845,0.708333333
1634,Lee,Engineering,Front of SIT,43846,43846,0.375,43846,0.708333333
1634,Lee,Engineering,FIBO Field,43847,43847,0.375,43847,0.708333333
1634,Lee,Engineering,1st Floor Engineer Building,43848,43848,0.375,43848,0.708333333
1634,Lee,Engineering,FIBO Field,43849,43849,0.375,43849,0.708333333
1635,Wang,Science,Front of SIT,43850,43850,0.375,43850,0.708333333
1635,Wang,Science,Science Field,43851,43851,0.375,43851,0.708333333
1636,Chao,Liberal Art,1st Floor Engineer Building,43852,43852,0.375,43852,0.708333333
1636,Chao,Liberal Art,Science Field,43853,43853,0.375,43853,0.708333333
1637,Elisa,Architect,FIBO Field,43854,43854,0.375,43854,0.708333333
1638,Sonny,SIT,FIBO Field,43855,43855,0.375,43855,0.708333333
1639,Simba,SIT,FIBO Field,43856,43856,0.375,43856,0.708333333
1640,jackson,Engineering,1st Floor Engineer Building,43857,43857,0.375,43857,0.708333333
1640,jackson,Engineering,Front of SIT,43858,43858,0.375,43858,0.708333333
1642,Tom,Liberal Art,FIBO Field,43859,43859,0.375,43859,0.708333333
1646,Anna,Engineering,Front of SIT,43860,43860,0.375,43860,0.708333333
1648,Antonio,Liberal Art,Front of SIT,43861,43861,0.375,43861,0.708333333
1648,Antonio,Liberal Art,Science Field,43862,43862,0.375,43862,0.708333333
1648,Antonio,Liberal Art,FIBO Field,43863,43863,0.375,43863,0.708333333
1648,Antonio,Liberal Art,FIBO Field,43864,43864,0.375,43864,0.708333333
1649,Simpson,Architect,FIBO Field,43865,43865,0.375,43865,0.708333333
1649,Simpson,Architect,1st Floor Engineer Building,43866,43866,0.375,43866,0.708333333
1650,John,SIT,Front of SIT,43867,43867,0.375,43867,0.708333333
1650,John,SIT,1st Floor Engineer Building,43868,43868,0.375,43868,0.708333333
1650,John,SIT,Science Field,43869,43869,0.375,43869,0.708333333
1652,Jim,Engineering,FIBO Field,43870,43870,0.375,43870,0.708333333
1653,Ann,Science,Science Field,43871,43871,0.375,43871,0.708333333
1653,Ann,Science,FIBO Field,43872,43872,0.375,43872,0.708333333
1654,Sandy,Liberal Art,1st Floor Engineer Building,43873,43873,0.375,43873,0.708333333
1655,Alex,Architect,FIBO Field,43874,43874,0.375,43874,0.708333333
1656,Tony,SIT,FIBO Field,43875,43875,0.375,43875,0.708333333
1657,Sack,SIT,1st Floor Engineer Building,43876,43876,0.375,43876,0.708333333
1660,Wang,Liberal Art,Science Field,43877,43877,0.375,43877,0.708333333
1661,Chao,Architect,1st Floor Engineer Building,43878,43878,0.375,43878,0.708333333
1661,Chao,Architect,FIBO Field,43879,43879,0.375,43879,0.708333333
1662,Elisa,SIT,1st Floor Engineer Building,43880,43880,0.375,43880,0.708333333
1665,jackson,Science,FIBO Field,43881,43881,0.375,43881,0.708333333
1665,jackson,Science,1st Floor Engineer Building,43882,43882,0.375,43882,0.708333333
1666,Jonathan,Liberal Art,Science Field,43883,43883,0.375,43883,0.708333333
1666,Jonathan,Liberal Art,Science Field,43884,43884,0.375,43884,0.708333333
1667,Tom,Architect,Front of SIT,43885,43885,0.375,43885,0.708333333
1670,Elsa,Engineering,Front of SIT,43886,43886,0.375,43886,0.708333333
1672,Atonio,Liberal Art,FIBO Field,43887,43887,0.375,43887,0.708333333
1672,Atonio,Liberal Art,FIBO Field,43888,43888,0.375,43888,0.708333333
1673,Antonio,Architect,Front of SIT,43889,43889,0.375,43889,0.708333333
1674,Simpson,SIT,Front of SIT,43890,43890,0.375,43890,0.708333333
1675,John,SIT,1st Floor Engineer Building,43891,43891,0.375,43891,0.708333333
1675,John,SIT,Science Field,43892,43892,0.375,43892,0.708333333
1676,Jack,Engineering,Front of SIT,43893,43893,0.375,43893,0.708333333
1677,Jim,Science,FIBO Field,43894,43894,0.375,43894,0.708333333
1677,Jim,Science,1st Floor Engineer Building,43895,43895,0.375,43895,0.708333333
1682,Sack,Engineering,1st Floor Engineer Building,43896,43896,0.375,43896,0.708333333
1685,Wang,Architect,Science Field,43897,43897,0.375,43897,0.708333333
1686,Chao,SIT,Science Field,43898,43898,0.375,43898,0.708333333
1686,Chao,SIT,Front of SIT,43899,43899,0.375,43899,0.708333333
1688,Sonny,Engineering,Front of SIT,43900,43900,0.375,43900,0.708333333
1688,Sonny,Engineering,FIBO Field,43901,43901,0.375,43901,0.708333333
1688,Sonny,Engineering,Front of SIT,43902,43902,0.375,43902,0.708333333
1688,Sonny,Engineering,1st Floor Engineer Building,43903,43903,0.375,43903,0.708333333
1690,jackson,Liberal Art,1st Floor Engineer Building,43904,43904,0.375,43904,0.708333333
1691,Jonathan,Architect,1st Floor Engineer Building,43905,43905,0.375,43905,0.708333333
1692,Tom,SIT,FIBO Field,43906,43906,0.375,43906,0.708333333
1694,Tooky,Engineering,FIBO Field,43907,43907,0.375,43907,0.708333333
1695,Elsa,Science,Front of SIT,43908,43908,0.375,43908,0.708333333
1697,Atonio,Architect,Science Field,43909,43909,0.375,43909,0.708333333
1698,Antonio,SIT,FIBO Field,43910,43910,0.375,43910,0.708333333
1698,Antonio,SIT,1st Floor Engineer Building,43911,43911,0.375,43911,0.708333333
1700,John,Engineering,Science Field,43912,43912,0.375,43912,0.708333333
1702,Jim,Liberal Art,Front of SIT,43913,43913,0.375,43913,0.708333333
1704,Sandy,SIT,Front of SIT,43914,43914,0.375,43914,0.708333333
1706,Tony,Engineering,Science Field,43915,43915,0.375,43915,0.708333333
1706,Tony,Engineering,FIBO Field,43916,43916,0.375,43916,0.708333333
1708,Yoi,Liberal Art,Front of SIT,43917,43917,0.375,43917,0.708333333
1708,Yoi,Liberal Art,Front of SIT,43918,43918,0.375,43918,0.708333333
1710,Wang,SIT,Science Field,43919,43919,0.375,43919,0.708333333
1710,Wang,SIT,FIBO Field,43920,43920,0.375,43920,0.708333333
1711,Chao,SIT,FIBO Field,43921,43921,0.375,43921,0.708333333
1711,Chao,SIT,FIBO Field,43922,43922,0.375,43922,0.708333333
1713,Sonny,Science,Science Field,43221,43923,0.375,43923,0.708333333
1713,Sonny,Science,1st Floor Engineer Building,43222,43924,0.375,43924,0.708333333
1717,Tom,SIT,1st Floor Engineer Building,43223,43925,0.375,43925,0.708333333
1719,Tooky,Science,Science Field,43224,43926,0.375,43926,0.708333333
1719,Tooky,Science,Science Field,43225,43927,0.375,43927,0.708333333
1720,Elsa,Liberal Art,FIBO Field,43226,43928,0.375,43928,0.708333333
1721,Anna,Architect,1st Floor Engineer Building,43227,43929,0.375,43929,0.708333333
1722,Atonio,SIT,Front of SIT,43228,43930,0.375,43930,0.708333333
1722,Atonio,SIT,Front of SIT,43229,43931,0.375,43931,0.708333333
1723,Antonio,SIT,1st Floor Engineer Building,43230,43932,0.375,43932,0.708333333
1723,Antonio,SIT,Science Field,43231,43933,0.375,43933,0.708333333
1724,Simpson,Engineering,1st Floor Engineer Building,43232,43934,0.375,43934,0.708333333
1724,Simpson,Engineering,Front of SIT,43233,43935,0.375,43935,0.708333333
1725,John,Science,Science Field,43234,43936,0.375,43936,0.708333333
1728,Ann,SIT,Science Field,43235,43937,0.375,43937,0.708333333
1730,Alex,Engineering,FIBO Field,43236,43938,0.375,43938,0.708333333
1731,Tony,Science,Science Field,43237,43939,0.375,43939,0.708333333
1732,Sack,Liberal Art,1st Floor Engineer Building,43238,43940,0.375,43940,0.708333333
1732,Sack,Liberal Art,Science Field,43239,43941,0.375,43941,0.708333333
1732,Sack,Liberal Art,Front of SIT,43240,43942,0.375,43942,0.708333333
1733,Yoi,Architect,Front of SIT,43241,43943,0.375,43943,0.708333333
